user_id,AOV,F,Lifespan,CLV,Cluster,CLV标签
819791,3.0,3.0,27,243.0,0,低价值用户
828731,,,64764,2688280.3407607474,0,低价值用户
867381,3.0,37.0,173820,19294020.0,2,高价值用户
876192,2.909090909090909,22.0,47850,3062400.0,0,低价值用户
908290,,,375,2688280.3407607474,0,低价值用户
914729,3.0,7.0,9548,200508.0,0,低价值用户
943095,3.0,1.0,5824,17472.0,0,低价值用户
985207,3.0,4.0,24060,288720.0,0,低价值用户
991563,3.0,22.0,72630,4793580.0,0,低价值用户
1019952,3.0,9.0,41190,1112130.0,0,低价值用户
1022699,2.92,25.0,43876,3202948.0,0,低价值用户
1022919,3.0,5.0,15960,239400.0,0,低价值用户
1030408,2.9,10.0,55080,1597320.0,0,低价值用户
1034452,3.0,1.0,2187,6561.0,0,低价值用户
1041761,3.0,6.0,83130,1496340.0,0,低价值用户
1050684,3.0,9.0,14482,391014.0,0,低价值用户
1053725,3.0,7.0,54030,1134630.0,0,低价值用户
1067578,2.857142857142857,7.0,8845,176900.0,0,低价值用户
1074982,,,5829,2688280.3407607474,0,低价值用户
1081595,3.0,1.0,8400,25200.0,0,低价值用户
1091123,2.739130434782609,23.0,72930,4594590.000000001,0,低价值用户
1105998,3.0,2.0,15486,92916.0,0,低价值用户
1112140,3.0,3.0,14123,127107.0,0,低价值用户
1128409,2.8125,16.0,15903,715635.0,0,低价值用户
1128799,,,210,2688280.3407607474,0,低价值用户
1137672,2.923076923076923,26.0,40740,3096240.0,0,低价值用户
1156843,2.833333333333333,12.0,70020,2380680.0,0,低价值用户
1160607,2.9,60.0,144000,25056000.0,2,高价值用户
1182380,2.7,10.0,16675,450225.0,0,低价值用户
1183504,3.0,36.0,85173,9198684.0,0,低价值用户
1188241,3.0,22.0,30131,1988646.0,0,低价值用户
1206079,3.0,19.0,10556,601692.0,0,低价值用户
1211225,3.0,8.0,10611,254664.0,0,低价值用户
1257131,2.823529411764706,17.0,27664,1327872.0,0,低价值用户
1259845,2.92,25.0,30508,2227084.0,0,低价值用户
1272577,2.833333333333333,6.0,14121,240057.0,0,低价值用户
1275653,3.0,7.0,8398,176358.0,0,低价值用户
1334962,3.0,15.0,7968,358560.0,0,低价值用户
1335738,,,12383,2688280.3407607474,0,低价值用户
1344672,3.0,1.0,720,2160.0,0,低价值用户
1364464,2.8,5.0,7680,107520.0,0,低价值用户
1365073,,,4732,2688280.3407607474,0,低价值用户
1399592,2.4,10.0,12824,307776.0,0,低价值用户
1409005,2.135593220338983,59.0,38160,4808160.0,0,低价值用户
1419642,,,3,2688280.3407607474,0,低价值用户
1421162,3.0,4.0,4428,53136.0,0,低价值用户
1439794,2.6,5.0,5632,73216.0,0,低价值用户
1485361,2.875,16.0,27690,1273740.0,0,低价值用户
1486585,3.0,7.0,18025,378525.0,0,低价值用户
1498131,2.5,2.0,2548,12740.0,0,低价值用户
1525511,,,9632,2688280.3407607474,0,低价值用户
1532868,2.888888888888889,9.0,7280,189280.0,0,低价值用户
1533523,,,1134,2688280.3407607474,0,低价值用户
1533885,2.6666666666666665,9.0,9800,235200.0,0,低价值用户
1534718,,,260,2688280.3407607474,0,低价值用户
1535240,3.0,1.0,6725,20175.0,0,低价值用户
1553407,3.0,1.0,5200,15600.0,0,低价值用户
1588051,,,6670,2688280.3407607474,0,低价值用户
1588502,3.0,4.0,630,7560.0,0,低价值用户
1593616,3.0,5.0,13311,199665.0,0,低价值用户
1604248,,,14756,2688280.3407607474,0,低价值用户
1619789,2.75,4.0,13468,148148.0,0,低价值用户
1652366,,,1800,2688280.3407607474,0,低价值用户
1666891,3.0,2.0,6210,37260.0,0,低价值用户
1673252,3.0,10.0,25140,754200.0,0,低价值用户
1704058,3.0,4.0,19575,234900.0,0,低价值用户
1724469,3.0,1.0,7488,22464.0,0,低价值用户
1725399,2.9272727272727272,55.0,65685,10575285.0,0,低价值用户
1760140,2.5,2.0,10400,52000.0,0,低价值用户
1769128,3.0,11.0,49620,1637460.0,0,低价值用户
1799885,3.0,8.0,31175,748200.0,0,低价值用户
1805148,3.0,8.0,42168,1012032.0,0,低价值用户
1805740,3.0,23.0,45420,3133980.0,0,低价值用户
1806084,2.9411764705882355,17.0,36000,1800000.0,0,低价值用户
1820303,3.0,1.0,1736,5208.0,0,低价值用户
1824572,2.9722222222222223,36.0,28768,3078176.0,0,低价值用户
1825186,2.631578947368421,19.0,13250,662499.9999999999,0,低价值用户
1834928,2.9655172413793105,29.0,55890,4806540.0,0,低价值用户
1857066,2.7857142857142856,56.0,57270,8934120.0,0,低价值用户
1866742,2.857142857142857,7.0,53790,1075800.0,0,低价值用户
1897583,3.0,4.0,51240,614880.0,0,低价值用户
1926899,2.881188118811881,101.0,189330,55095030.0,2,高价值用户
1944583,2.857142857142857,7.0,17010,340200.0,0,低价值用户
1963813,3.0,10.0,17696,530880.0,0,低价值用户
1985644,3.0,9.0,22152,598104.0,0,低价值用户
2003464,2.875,24.0,58087,4008003.0,0,低价值用户
2010204,3.0,4.0,3210,38520.0,0,低价值用户
2045844,3.0,8.0,2338,56112.0,0,低价值用户
2073744,,,9425,2688280.3407607474,0,低价值用户
2077849,3.0,2.0,520,3120.0,0,低价值用户
2079867,2.9545454545454546,22.0,52055,3383575.0,0,低价值用户
2083985,3.0,2.0,7620,45720.0,0,低价值用户
2092395,3.0,1.0,5643,16929.0,0,低价值用户
2097413,2.909090909090909,11.0,78270,2504640.0,0,低价值用户
2099277,3.0,2.0,13244,79464.0,0,低价值用户
2103285,2.75,16.0,31860,1401840.0,0,低价值用户
2103722,3.0,8.0,46050,1105200.0,0,低价值用户
2112922,3.0,2.0,14418,86508.0,0,低价值用户
2120923,2.1818181818181817,11.0,10976,263424.0,0,低价值用户
2128246,2.642857142857143,14.0,47154,1744698.0,0,低价值用户
2131753,2.9166666666666665,24.0,56812,3976840.0,0,低价值用户
2139347,2.0,2.0,6496,25984.0,0,低价值用户
2165371,3.0,5.0,7560,113400.0,0,低价值用户
2172795,3.0,23.0,87300,6023700.0,0,低价值用户
2183798,2.833333333333333,6.0,30930,525810.0,0,低价值用户
2196875,3.0,3.0,29174,262566.0,0,低价值用户
2227874,3.0,10.0,59520,1785600.0,0,低价值用户
2242451,3.0,1.0,5684,17052.0,0,低价值用户
2242773,3.0,11.0,43148,1423884.0,0,低价值用户
2256395,2.833333333333333,6.0,3528,59976.0,0,低价值用户
2267344,3.0,14.0,53476,2245992.0,0,低价值用户
2272401,3.0,1.0,4186,12558.0,0,低价值用户
2283337,2.9166666666666665,36.0,42480,4460400.0,0,低价值用户
2302002,2.8461538461538463,39.0,27025,2999775.0,0,低价值用户
2319819,2.8823529411764706,17.0,99090,4855410.0,0,低价值用户
2338844,3.0,1.0,1104,3312.0,0,低价值用户
2352151,3.0,4.0,19044,228528.0,0,低价值用户
2357844,2.8,20.0,21190,1186640.0,0,低价值用户
2364046,3.0,17.0,61020,3112020.0,0,低价值用户
2364863,2.75,4.0,11190,123090.0,0,低价值用户
2379445,2.909090909090909,11.0,18060,577920.0,0,低价值用户
2400099,3.0,18.0,35280,1905120.0,0,低价值用户
2489487,2.75,8.0,35370,778140.0,0,低价值用户
2493818,2.909090909090909,11.0,27480,879360.0,0,低价值用户
2502524,3.0,5.0,140970,2114550.0,0,低价值用户
2510646,,,560,2688280.3407607474,0,低价值用户
2527320,2.0,2.0,18174,72696.0,0,低价值用户
2536588,3.0,15.0,30930,1391850.0,0,低价值用户
2557196,3.0,3.0,11890,107010.0,0,低价值用户
2588780,3.0,11.0,45540,1502820.0,0,低价值用户
2590763,2.0,1.0,15570,31140.0,0,低价值用户
2622091,3.0,9.0,63120,1704240.0,0,低价值用户
2639819,3.0,2.0,26676,160056.0,0,低价值用户
2675166,,,43362,2688280.3407607474,0,低价值用户
2683726,3.0,5.0,26340,395100.0,0,低价值用户
2686606,3.0,11.0,33252,1097316.0,0,低价值用户
2695854,2.76,25.0,30030,2072070.0,0,低价值用户
2696208,3.0,1.0,2394,7182.0,0,低价值用户
2720721,2.857142857142857,21.0,157440,9446400.0,0,低价值用户
2742560,2.8421052631578947,38.0,77070,8323560.0,0,低价值用户
2745737,2.933333333333333,15.0,31077,1367388.0,0,低价值用户
2751701,3.0,2.0,27072,162432.0,0,低价值用户
2763135,3.0,2.0,675,4050.0,0,低价值用户
2803672,,,6838,2688280.3407607474,0,低价值用户
2814416,3.0,10.0,30870,926100.0,0,低价值用户
2820961,3.0,24.0,77670,5592240.0,0,低价值用户
2839379,3.0,4.0,11430,137160.0,0,低价值用户
2845412,3.0,6.0,17696,318528.0,0,低价值用户
2870275,3.0,5.0,23345,350175.0,0,低价值用户
2883429,2.0,1.0,7020,14040.0,0,低价值用户
2887948,3.0,2.0,4968,29808.0,0,低价值用户
2896763,3.0,1.0,11880,35640.0,0,低价值用户
2910556,2.727272727272727,33.0,40590,3653100.0,0,低价值用户
2913602,2.75,36.0,46020,4555980.0,0,低价值用户
2934039,3.0,6.0,15283,275094.0,0,低价值用户
2935703,3.0,19.0,54600,3112200.0,0,低价值用户
2950136,3.0,24.0,31770,2287440.0,0,低价值用户
2952532,2.9473684210526314,19.0,64290,3600240.0,0,低价值用户
2967122,3.0,8.0,24930,598320.0,0,低价值用户
2989110,2.5185185185185186,27.0,29820,2027760.0,0,低价值用户
3016266,2.8181818181818183,11.0,40208,1246448.0,0,低价值用户
3063448,2.857142857142857,21.0,80910,4854600.0,0,低价值用户
3065306,2.636363636363636,11.0,96390,2795309.9999999995,0,低价值用户
3066501,3.0,1.0,6080,18240.0,0,低价值用户
3089923,3.0,2.0,19140,114840.0,0,低价值用户
3141769,2.875,8.0,19662,452226.0,0,低价值用户
3141933,3.0,6.0,20242,364356.0,0,低价值用户
3162324,2.75,8.0,15201,334422.0,0,低价值用户
3166978,2.844444444444445,45.0,32915,4213120.000000001,0,低价值用户
3190957,2.888888888888889,9.0,16104,418704.0,0,低价值用户
3191339,,,3950,2688280.3407607474,0,低价值用户
3192805,2.833333333333333,6.0,7326,124542.0,0,低价值用户
3207324,,,1938,2688280.3407607474,0,低价值用户
3227231,3.0,29.0,49728,4326336.0,0,低价值用户
3233000,2.1666666666666665,6.0,9150,118950.0,0,低价值用户
3240412,3.0,1.0,23190,69570.0,0,低价值用户
3282021,2.948717948717949,39.0,225120,25888800.0,2,高价值用户
3304327,3.0,19.0,66690,3801330.0,0,低价值用户
3318666,2.925,40.0,254100,29729700.0,2,高价值用户
3324323,3.0,2.0,12963,77778.0,0,低价值用户
3328558,2.8095238095238093,21.0,80010,4720589.999999999,0,低价值用户
3350428,3.0,8.0,24390,585360.0,0,低价值用户
3375066,3.0,14.0,10260,430920.0,0,低价值用户
3378138,,,35880,2688280.3407607474,0,低价值用户
3380259,3.0,11.0,18480,609840.0,0,低价值用户
3384843,2.875,8.0,18656,429088.0,0,低价值用户
3395807,,,8787,2688280.3407607474,0,低价值用户
3421308,,,0,2688280.3407607474,0,低价值用户
3423779,2.9,10.0,1628,47212.0,0,低价值用户
3442818,2.893617021276596,47.0,175140,23819040.0,2,高价值用户
3447448,2.0,1.0,0,0.0,0,低价值用户
3460631,2.708333333333333,24.0,13800,897000.0,0,低价值用户
3466367,2.6666666666666665,3.0,33442,267536.0,0,低价值用户
3468674,2.875,8.0,1675,38525.0,0,低价值用户
3482403,3.0,10.0,15399,461970.0,0,低价值用户
3495324,3.0,1.0,19200,57600.0,0,低价值用户
3508821,2.857142857142857,14.0,22232,889280.0,0,低价值用户
3512329,2.9166666666666665,12.0,94440,3305400.0,0,低价值用户
3519280,3.0,34.0,40851,4166802.0,0,低价值用户
3543407,3.0,6.0,63480,1142640.0,0,低价值用户
3566914,3.0,19.0,50040,2852280.0,0,低价值用户
3567524,,,7175,2688280.3407607474,0,低价值用户
3569244,3.0,3.0,42930,386370.0,0,低价值用户
3569918,2.6666666666666665,3.0,3925,31400.0,0,低价值用户
3577313,2.833333333333333,6.0,10056,170952.0,0,低价值用户
3578206,3.0,12.0,179520,6462720.0,0,低价值用户
3607854,2.976744186046512,43.0,68730,8797440.000000002,0,低价值用户
3631290,3.0,4.0,10322,123864.0,0,低价值用户
3632278,2.6666666666666665,15.0,35070,1402800.0,0,低价值用户
3662776,2.8181818181818183,44.0,42570,5278680.0,0,低价值用户
3671315,2.894736842105264,76.0,114630,25218600.000000007,2,高价值用户
3671520,2.782608695652174,23.0,40348,2582272.0,0,低价值用户
3694961,2.8173913043478263,115.0,291660,94497840.0,2,高价值用户
3695398,3.0,13.0,59970,2338830.0,0,低价值用户
3709994,3.0,6.0,40252,724536.0,0,低价值用户
3712578,3.0,17.0,46500,2371500.0,0,低价值用户
3714513,3.0,6.0,28674,516132.0,0,低价值用户
3731463,2.933333333333333,15.0,121590,5349960.0,0,低价值用户
3763394,3.0,9.0,8010,216270.0,0,低价值用户
3789630,3.0,5.0,13140,197100.0,0,低价值用户
3791755,3.0,1.0,10260,30780.0,0,低价值用户
3792677,3.0,15.0,24780,1115100.0,0,低价值用户
3796254,2.8,5.0,6496,90944.0,0,低价值用户
3808025,,,218,2688280.3407607474,0,低价值用户
3830694,3.0,30.0,32973,2967570.0,0,低价值用户
3840121,2.891304347826087,46.0,99480,13230840.0,0,低价值用户
3849356,,,1682,2688280.3407607474,0,低价值用户
3864501,3.0,4.0,4914,58968.0,0,低价值用户
3878869,2.833333333333333,6.0,25800,438600.0,0,低价值用户
3880359,2.333333333333333,3.0,3749,26243.0,0,低价值用户
3914310,3.0,4.0,11550,138600.0,0,低价值用户
3919761,3.0,4.0,8000,96000.0,0,低价值用户
3927253,2.5,2.0,11736,58680.0,0,低价值用户
3945782,3.0,1.0,27210,81630.0,0,低价值用户
3965819,3.0,2.0,3087,18522.0,0,低价值用户
3987745,2.375,8.0,12384,235296.0,0,低价值用户
4053567,3.0,10.0,86160,2584800.0,0,低价值用户
4060646,3.0,6.0,29070,523260.0,0,低价值用户
4076820,2.888888888888889,18.0,18090,940680.0,0,低价值用户
4077888,2.9,20.0,27580,1599640.0,0,低价值用户
4082863,2.833333333333333,6.0,52403,890851.0,0,低价值用户
4088842,3.0,15.0,19198,863910.0,0,低价值用户
4095217,3.0,4.0,35100,421200.0,0,低价值用户
4102557,3.0,17.0,81900,4176900.0,0,低价值用户
4102766,,,1040,2688280.3407607474,0,低价值用户
4110055,2.857142857142857,7.0,16790,335800.0,0,低价值用户
4110672,2.5,2.0,92456,462280.0,0,低价值用户
4120403,2.832214765100672,149.0,111690,47133180.000000015,2,高价值用户
4120881,,,273,2688280.3407607474,0,低价值用户
4137745,3.0,30.0,111720,10054800.0,0,低价值用户
4140926,3.0,10.0,28101,843030.0,0,低价值用户
4146900,2.896551724137931,29.0,119880,10069920.0,0,低价值用户
4164164,3.0,4.0,9262,111144.0,0,低价值用户
4164359,2.333333333333333,3.0,41904,293327.99999999994,0,低价值用户
4174826,3.0,1.0,23430,70290.0,0,低价值用户
4186010,2.2777777777777777,18.0,28980,1188180.0,0,低价值用户
4195964,2.9444444444444446,36.0,54660,5793960.0,0,低价值用户
4225412,2.607843137254902,51.0,146160,19439280.0,2,高价值用户
4231989,2.7777777777777777,9.0,34800,870000.0,0,低价值用户
4232880,,,13020,2688280.3407607474,0,低价值用户
4261260,2.5,2.0,42756,213780.0,0,低价值用户
4271718,3.0,17.0,48870,2492370.0,0,低价值用户
4283186,2.0,1.0,8300,16600.0,0,低价值用户
4286657,3.0,7.0,32238,676998.0,0,低价值用户
4338344,3.0,6.0,50670,912060.0,0,低价值用户
4346474,,,180,2688280.3407607474,0,低价值用户
4361577,2.825242718446602,103.0,175500,51070500.0,2,高价值用户
4364079,2.971014492753623,69.0,217230,44532150.0,2,高价值用户
4374427,3.0,5.0,20244,303660.0,0,低价值用户
4381858,3.0,12.0,28159,1013724.0,0,低价值用户
4387844,2.6666666666666665,15.0,22214,888560.0,0,低价值用户
4445837,2.909090909090909,11.0,14906,476992.0,0,低价值用户
4496414,3.0,8.0,14550,349200.0,0,低价值用户
4499782,,,90,2688280.3407607474,0,低价值用户
4524349,3.0,22.0,41910,2766060.0,0,低价值用户
4561993,2.75,4.0,60180,661980.0,0,低价值用户
4567220,2.0,3.0,9840,59040.0,0,低价值用户
4573013,2.933333333333333,15.0,35438,1559272.0,0,低价值用户
4579794,3.0,22.0,67106,4428996.0,0,低价值用户
4597166,3.0,6.0,6025,108450.0,0,低价值用户
4642457,2.909090909090909,11.0,24690,790080.0,0,低价值用户
4644312,2.5,2.0,2037,10185.0,0,低价值用户
4688795,3.0,3.0,2295,20655.0,0,低价值用户
4710740,2.857142857142857,7.0,9178,183560.0,0,低价值用户
4716732,3.0,5.0,11017,165255.0,0,低价值用户
4725269,3.0,13.0,137400,5358600.0,0,低价值用户
4729352,2.6666666666666665,3.0,9984,79872.0,0,低价值用户
4741469,,,684,2688280.3407607474,0,低价值用户
4742459,3.0,1.0,27412,82236.0,0,低价值用户
4744483,,,31410,2688280.3407607474,0,低价值用户
4752206,2.272727272727273,11.0,28350,708750.0000000001,0,低价值用户
4755159,2.75,4.0,6272,68992.0,0,低价值用户
4763932,3.0,1.0,8532,25596.0,0,低价值用户
4772544,3.0,1.0,4725,14175.0,0,低价值用户
4780516,,,4264,2688280.3407607474,0,低价值用户
4790160,2.9166666666666665,12.0,8275,289625.0,0,低价值用户
4839432,3.0,1.0,41760,125280.0,0,低价值用户
4839533,3.0,12.0,27521,990756.0,0,低价值用户
4839961,3.0,1.0,26300,78900.0,0,低价值用户
4869558,3.0,2.0,17550,105300.0,0,低价值用户
4903043,2.972972972972973,37.0,92070,10127700.0,0,低价值用户
4917287,2.6666666666666665,3.0,4779,38232.0,0,低价值用户
4919496,3.0,1.0,1199,3597.0,0,低价值用户
4921070,2.6666666666666665,3.0,4732,37856.0,0,低价值用户
4922072,3.0,2.0,10701,64206.0,0,低价值用户
4960300,3.0,2.0,34394,206364.0,0,低价值用户
4977592,,,55950,2688280.3407607474,0,低价值用户
4979200,3.0,8.0,33000,792000.0,0,低价值用户
5020210,2.9302325581395348,43.0,41325,5206950.0,0,低价值用户
5028667,2.875,8.0,26640,612720.0,0,低价值用户
5051617,3.0,1.0,17514,52542.0,0,低价值用户
5057199,1.5,2.0,33698,101094.0,0,低价值用户
5066694,2.7419354838709675,31.0,43560,3702600.0,0,低价值用户
5091068,2.875,8.0,19994,459862.0,0,低价值用户
5125563,,,980,2688280.3407607474,0,低价值用户
5137598,3.0,2.0,40590,243540.0,0,低价值用户
5141057,3.0,3.0,7482,67338.0,0,低价值用户
5154444,2.4545454545454546,11.0,36780,993060.0,0,低价值用户
5159022,3.0,1.0,38043,114129.0,0,低价值用户
5179507,3.0,5.0,5643,84645.0,0,低价值用户
5187945,3.0,1.0,0,0.0,0,低价值用户
5189513,3.0,11.0,52140,1720620.0,0,低价值用户
5196815,3.0,9.0,11070,298890.0,0,低价值用户
5201714,3.0,21.0,69804,4397652.0,0,低价值用户
5223307,3.0,5.0,26796,401940.0,0,低价值用户
5236221,2.6666666666666665,9.0,20120,482880.0,0,低价值用户
5240052,,,888,2688280.3407607474,0,低价值用户
5250412,3.0,3.0,46170,415530.0,0,低价值用户
5255076,,,2375,2688280.3407607474,0,低价值用户
5287432,2.333333333333333,3.0,2128,14895.999999999998,0,低价值用户
5307517,3.0,3.0,16324,146916.0,0,低价值用户
5315279,2.9411764705882355,34.0,371610,37161000.0,2,高价值用户
5358079,2.909090909090909,11.0,58110,1859520.0,0,低价值用户
5392788,,,1742,2688280.3407607474,0,低价值用户
5396057,3.0,11.0,64740,2136420.0,0,低价值用户
5412158,2.4615384615384617,13.0,5829,186528.0,0,低价值用户
5424550,2.891089108910891,101.0,121191,35387772.0,2,高价值用户
5440164,3.0,2.0,6216,37296.0,0,低价值用户
5451259,2.75,4.0,2960,32560.0,0,低价值用户
5460550,2.933333333333333,15.0,49200,2164800.0,0,低价值用户
5466222,2.8,5.0,23517,329238.0,0,低价值用户
5467215,2.952380952380953,21.0,23325,1446150.0000000002,0,低价值用户
5478302,3.0,9.0,142200,3839400.0,0,低价值用户
5481789,3.0,2.0,19343,116058.0,0,低价值用户
5483686,3.0,3.0,0,0.0,0,低价值用户
5485673,3.0,9.0,24489,661203.0,0,低价值用户
5586064,2.869565217391304,23.0,33450,2207700.0,0,低价值用户
5616094,2.6666666666666665,3.0,12570,100560.0,0,低价值用户
5624123,3.0,7.0,16170,339570.0,0,低价值用户
5626464,2.833333333333333,6.0,14448,245616.0,0,低价值用户
5680285,3.0,2.0,8496,50976.0,0,低价值用户
5686843,2.636363636363636,22.0,51660,2996279.999999999,0,低价值用户
5694160,2.888888888888889,18.0,135120,7026240.0,0,低价值用户
5698511,3.0,7.0,92460,1941660.0,0,低价值用户
5699616,3.0,2.0,1624,9744.0,0,低价值用户
5710300,2.8181818181818183,11.0,12122,375782.0,0,低价值用户
5719706,2.0,1.0,0,0.0,0,低价值用户
5740730,3.0,7.0,22823,479283.0,0,低价值用户
5778458,3.0,1.0,55709,167127.0,0,低价值用户
5786548,3.0,2.0,12644,75864.0,0,低价值用户
5786807,2.909090909090909,11.0,28224,903168.0,0,低价值用户
5798831,3.0,3.0,9773,87957.0,0,低价值用户
5803579,3.0,1.0,2044,6132.0,0,低价值用户
5837961,3.0,13.0,118230,4610970.0,0,低价值用户
5838287,3.0,5.0,15457,231855.0,0,低价值用户
5860001,3.0,12.0,107610,3873960.0,0,低价值用户
5865371,2.9411764705882355,17.0,19314,965700.0,0,低价值用户
5875750,3.0,5.0,49950,749250.0,0,低价值用户
5938241,2.942857142857143,35.0,132720,13670160.0,0,低价值用户
5942869,3.0,9.0,43050,1162350.0,0,低价值用户
5950556,2.958333333333333,24.0,89233,6335543.0,0,低价值用户
6014239,,,6468,2688280.3407607474,0,低价值用户
6015031,3.0,3.0,55580,500220.0,0,低价值用户
6018416,3.0,11.0,47270,1559910.0,0,低价值用户
6038861,,,15240,2688280.3407607474,0,低价值用户
6049053,3.0,9.0,66787,1803249.0,0,低价值用户
6062947,3.0,4.0,3024,36288.0,0,低价值用户
6064746,3.0,5.0,29340,440100.0,0,低价值用户
6068352,2.5,2.0,9412,47060.0,0,低价值用户
6071666,2.75,4.0,21390,235290.0,0,低价值用户
6079735,2.869565217391304,23.0,19980,1318680.0,0,低价值用户
6101177,2.9393939393939394,33.0,182910,17742270.0,2,高价值用户
6142132,2.0,2.0,1026,4104.0,0,低价值用户
6146353,3.0,8.0,29670,712080.0,0,低价值用户
6163885,3.0,1.0,17940,53820.0,0,低价值用户
6177572,3.0,1.0,16420,49260.0,0,低价值用户
6212208,3.0,6.0,51780,932040.0,0,低价值用户
6222588,2.702127659574468,47.0,63750,8096249.999999999,0,低价值用户
6228124,2.823529411764706,17.0,14906,715488.0,0,低价值用户
6230291,2.9,10.0,31276,907004.0,0,低价值用户
6235300,3.0,8.0,8883,213192.0,0,低价值用户
6236717,3.0,2.0,9480,56880.0,0,低价值用户
6243406,3.0,2.0,7488,44928.0,0,低价值用户
6247427,,,23142,2688280.3407607474,0,低价值用户
6274948,3.0,7.0,11223,235683.0,0,低价值用户
6287853,,,0,2688280.3407607474,0,低价值用户
6303684,2.9285714285714284,14.0,25288,1036808.0,0,低价值用户
6317562,3.0,14.0,34749,1459458.0,0,低价值用户
6336158,2.833333333333333,6.0,462,7854.0,0,低价值用户
6336487,2.921052631578948,38.0,51750,5744250.000000001,0,低价值用户
6345483,3.0,5.0,269490,4042350.0,0,低价值用户
6346697,2.6666666666666665,3.0,14769,118152.0,0,低价值用户
6347508,2.727272727272727,11.0,15573,467190.0,0,低价值用户
6371563,,,16800,2688280.3407607474,0,低价值用户
6375695,2.25,8.0,23693,426474.0,0,低价值用户
