user_id,行为时间差,行为次数,AOV,R,F,Rscore,Fscore,RFM,User_Label
608951,30,1927,3.0,15.0,5.0,0.0,0.0,0.0,重要挽留客户
611920,30,1642,3.0,14.0,12.0,0.0,0.0,0.0,重要挽留客户
632347,30,2474,2.9454545454545453,18.0,55.0,1.0,1.0,11.0,重要价值客户
678552,11,14,1.0,36.0,1.0,1.0,0.0,10.0,重要发展客户
704891,30,1186,2.9615384615384617,12.0,26.0,0.0,1.0,1.0,重要保持客户
722361,0,8,,,,,,,
742065,29,380,2.5,18.0,4.0,1.0,0.0,10.0,重要发展客户
754205,29,1060,2.9473684210526314,14.0,38.0,0.0,1.0,1.0,重要保持客户
764564,29,578,,,,,,,
783072,16,47,,,,,,,
790713,30,1369,2.727272727272727,18.0,11.0,1.0,0.0,10.0,重要发展客户
801018,30,1186,2.7,14.0,10.0,0.0,0.0,0.0,重要挽留客户
807106,22,1426,2.9649122807017543,12.0,57.0,0.0,1.0,1.0,重要保持客户
814199,30,2621,2.909090909090909,17.0,22.0,0.0,1.0,1.0,重要保持客户
819192,26,140,2.0,31.0,1.0,1.0,0.0,10.0,重要发展客户
819791,1,27,3.0,15.0,3.0,0.0,0.0,0.0,重要挽留客户
828731,28,2313,,,,,,,
867381,30,5794,3.0,12.0,37.0,0.0,1.0,1.0,重要保持客户
876192,30,1595,2.909090909090909,15.0,22.0,0.0,1.0,1.0,重要保持客户
908290,5,75,,,,,,,
914729,28,341,3.0,13.0,7.0,0.0,0.0,0.0,重要挽留客户
943095,26,224,3.0,38.0,1.0,1.0,0.0,10.0,重要发展客户
985207,30,802,3.0,27.0,4.0,1.0,0.0,10.0,重要发展客户
991563,30,2421,3.0,14.0,22.0,0.0,1.0,1.0,重要保持客户
1019952,30,1373,3.0,13.0,9.0,0.0,0.0,0.0,重要挽留客户
1022699,28,1567,2.92,16.0,25.0,0.0,1.0,1.0,重要保持客户
1022919,24,665,3.0,16.0,5.0,0.0,0.0,0.0,重要挽留客户
1030408,30,1836,2.9,17.0,10.0,0.0,0.0,0.0,重要挽留客户
1034452,27,81,3.0,13.0,1.0,0.0,0.0,0.0,重要挽留客户
1041761,30,2771,3.0,14.0,6.0,0.0,0.0,0.0,重要挽留客户
1050684,26,557,3.0,14.0,9.0,0.0,0.0,0.0,重要挽留客户
1053725,30,1801,3.0,18.0,7.0,1.0,0.0,10.0,重要发展客户
1067578,29,305,2.857142857142857,15.0,7.0,0.0,0.0,0.0,重要挽留客户
1074982,29,201,,,,,,,
1081595,28,300,3.0,36.0,1.0,1.0,0.0,10.0,重要发展客户
1091123,30,2431,2.739130434782609,12.0,23.0,0.0,1.0,1.0,重要保持客户
1105998,29,534,3.0,18.0,2.0,1.0,0.0,10.0,重要发展客户
1112140,29,487,3.0,16.0,3.0,0.0,0.0,0.0,重要挽留客户
1128409,27,589,2.8125,13.0,16.0,0.0,1.0,1.0,重要保持客户
1128799,21,10,,,,,,,
1137672,30,1358,2.923076923076923,13.0,26.0,0.0,1.0,1.0,重要保持客户
1156843,30,2334,2.8333333333333335,18.0,12.0,1.0,0.0,10.0,重要发展客户
1160607,30,4800,2.9,12.0,60.0,0.0,1.0,1.0,重要保持客户
1182380,29,575,2.7,16.0,10.0,0.0,0.0,0.0,重要挽留客户
1183504,29,2937,3.0,12.0,36.0,0.0,1.0,1.0,重要保持客户
1188241,29,1039,3.0,12.0,22.0,0.0,1.0,1.0,重要保持客户
1206079,29,364,3.0,26.0,19.0,1.0,1.0,11.0,重要价值客户
1211225,27,393,3.0,14.0,8.0,0.0,0.0,0.0,重要挽留客户
1257131,28,988,2.823529411764706,17.0,17.0,0.0,1.0,1.0,重要保持客户
1259845,29,1052,2.92,18.0,25.0,1.0,1.0,11.0,重要价值客户
1272577,27,523,2.8333333333333335,13.0,6.0,0.0,0.0,0.0,重要挽留客户
1275653,26,323,3.0,24.0,7.0,1.0,0.0,10.0,重要发展客户
1334962,24,332,3.0,15.0,15.0,0.0,1.0,1.0,重要保持客户
1335738,29,427,,,,,,,
1344672,12,60,3.0,24.0,1.0,1.0,0.0,10.0,重要发展客户
1364464,30,256,2.8,16.0,5.0,0.0,0.0,0.0,重要挽留客户
1365073,28,169,,,,,,,
1399592,28,458,2.4,33.0,10.0,1.0,0.0,10.0,重要发展客户
1409005,30,1272,2.135593220338983,13.0,59.0,0.0,1.0,1.0,重要保持客户
1419642,1,3,,,,,,,
1421162,27,164,3.0,16.0,4.0,0.0,0.0,0.0,重要挽留客户
1439794,22,256,2.6,18.0,5.0,1.0,0.0,10.0,重要发展客户
1485361,30,923,2.875,12.0,16.0,0.0,1.0,1.0,重要保持客户
1486585,25,721,3.0,25.0,7.0,1.0,0.0,10.0,重要发展客户
1498131,26,98,2.5,19.0,2.0,1.0,0.0,10.0,重要发展客户
1525511,28,344,,,,,,,
1532868,28,260,2.888888888888889,18.0,9.0,1.0,0.0,10.0,重要发展客户
1533523,21,54,,,,,,,
1533885,25,392,2.6666666666666665,13.0,9.0,0.0,0.0,0.0,重要挽留客户
1534718,10,26,,,,,,,
1535240,25,269,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
1553407,26,200,3.0,16.0,1.0,0.0,0.0,0.0,重要挽留客户
1588051,29,230,,,,,,,
1588502,14,45,3.0,14.0,4.0,0.0,0.0,0.0,重要挽留客户
1593616,29,459,3.0,17.0,5.0,0.0,0.0,0.0,重要挽留客户
1604248,14,1054,,,,,,,
1619789,28,481,2.75,14.0,4.0,0.0,0.0,0.0,重要挽留客户
1652366,20,90,,,,,,,
1666891,30,207,3.0,12.0,2.0,0.0,0.0,0.0,重要挽留客户
1673252,30,838,3.0,13.0,10.0,0.0,0.0,0.0,重要挽留客户
1704058,29,675,3.0,16.0,4.0,0.0,0.0,0.0,重要挽留客户
1724469,26,288,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
1725399,29,2265,2.9272727272727272,12.0,55.0,0.0,1.0,1.0,重要保持客户
1760140,26,400,2.5,21.0,2.0,1.0,0.0,10.0,重要发展客户
1769128,30,1654,3.0,16.0,11.0,0.0,0.0,0.0,重要挽留客户
1799885,29,1075,3.0,12.0,8.0,0.0,0.0,0.0,重要挽留客户
1805148,28,1506,3.0,18.0,8.0,1.0,0.0,10.0,重要发展客户
1805740,30,1514,3.0,12.0,23.0,0.0,1.0,1.0,重要保持客户
1806084,30,1200,2.9411764705882355,12.0,17.0,0.0,1.0,1.0,重要保持客户
1820303,28,62,3.0,25.0,1.0,1.0,0.0,10.0,重要发展客户
1824572,29,992,2.9722222222222223,22.0,36.0,1.0,1.0,11.0,重要价值客户
1825186,25,530,2.6315789473684212,13.0,19.0,0.0,1.0,1.0,重要保持客户
1834928,30,1863,2.9655172413793105,12.0,29.0,0.0,1.0,1.0,重要保持客户
1857066,30,1909,2.7857142857142856,13.0,56.0,0.0,1.0,1.0,重要保持客户
1866742,30,1793,2.857142857142857,16.0,7.0,0.0,0.0,0.0,重要挽留客户
1897583,28,1830,3.0,18.0,4.0,1.0,0.0,10.0,重要发展客户
1926899,30,6311,2.881188118811881,12.0,101.0,0.0,1.0,1.0,重要保持客户
1944583,18,945,2.857142857142857,32.0,7.0,1.0,0.0,10.0,重要发展客户
1963813,28,632,3.0,16.0,10.0,0.0,0.0,0.0,重要挽留客户
1985644,26,852,3.0,16.0,9.0,0.0,0.0,0.0,重要挽留客户
2003464,29,2003,2.875,15.0,24.0,0.0,1.0,1.0,重要保持客户
2010204,15,214,3.0,21.0,4.0,1.0,0.0,10.0,重要发展客户
2045844,14,167,3.0,12.0,8.0,0.0,0.0,0.0,重要挽留客户
2073744,29,325,,,,,,,
2077849,10,52,3.0,32.0,2.0,1.0,0.0,10.0,重要发展客户
2079867,29,1795,2.9545454545454546,18.0,22.0,1.0,1.0,11.0,重要价值客户
2083985,30,254,3.0,17.0,2.0,0.0,0.0,0.0,重要挽留客户
2092395,19,297,3.0,18.0,1.0,1.0,0.0,10.0,重要发展客户
2097413,30,2609,2.909090909090909,12.0,11.0,0.0,0.0,0.0,重要挽留客户
2099277,28,473,3.0,33.0,2.0,1.0,0.0,10.0,重要发展客户
2103285,30,1062,2.75,12.0,16.0,0.0,1.0,1.0,重要保持客户
2103722,30,1535,3.0,18.0,8.0,1.0,0.0,10.0,重要发展客户
2112922,27,534,3.0,21.0,2.0,1.0,0.0,10.0,重要发展客户
2120923,28,392,2.1818181818181817,18.0,11.0,1.0,0.0,10.0,重要发展客户
2128246,29,1626,2.642857142857143,18.0,14.0,1.0,1.0,11.0,重要价值客户
2131753,28,2029,2.9166666666666665,14.0,24.0,0.0,1.0,1.0,重要保持客户
2139347,29,224,2.0,18.0,2.0,1.0,0.0,10.0,重要发展客户
2165371,28,270,3.0,20.0,5.0,1.0,0.0,10.0,重要发展客户
2172795,30,2910,3.0,12.0,23.0,0.0,1.0,1.0,重要保持客户
2183798,30,1031,2.8333333333333335,25.0,6.0,1.0,0.0,10.0,重要发展客户
2196875,29,1006,3.0,16.0,3.0,0.0,0.0,0.0,重要挽留客户
2227874,30,1984,3.0,17.0,10.0,0.0,0.0,0.0,重要挽留客户
2242451,29,196,3.0,12.0,1.0,0.0,0.0,0.0,重要挽留客户
2242773,28,1541,3.0,20.0,11.0,1.0,0.0,10.0,重要发展客户
2256395,18,196,2.8333333333333335,16.0,6.0,0.0,0.0,0.0,重要挽留客户
2267344,29,1844,3.0,13.0,14.0,0.0,1.0,1.0,重要保持客户
2272401,26,161,3.0,31.0,1.0,1.0,0.0,10.0,重要发展客户
2283337,30,1416,2.9166666666666665,18.0,36.0,1.0,1.0,11.0,重要价值客户
2302002,25,1081,2.8461538461538463,13.0,39.0,0.0,1.0,1.0,重要保持客户
2319819,30,3303,2.8823529411764706,12.0,17.0,0.0,1.0,1.0,重要保持客户
2338844,23,48,3.0,17.0,1.0,0.0,0.0,0.0,重要挽留客户
2352151,23,828,3.0,14.0,4.0,0.0,0.0,0.0,重要挽留客户
2357844,26,815,2.8,17.0,20.0,0.0,1.0,1.0,重要保持客户
2364046,30,2034,3.0,18.0,17.0,1.0,1.0,11.0,重要价值客户
2364863,30,373,2.75,29.0,4.0,1.0,0.0,10.0,重要发展客户
2379445,30,602,2.909090909090909,13.0,11.0,0.0,0.0,0.0,重要挽留客户
2400099,30,1176,3.0,12.0,18.0,0.0,1.0,1.0,重要保持客户
2489487,30,1179,2.75,12.0,8.0,0.0,0.0,0.0,重要挽留客户
2493818,30,916,2.909090909090909,13.0,11.0,0.0,0.0,0.0,重要挽留客户
2502524,30,4699,3.0,13.0,5.0,0.0,0.0,0.0,重要挽留客户
2510646,14,40,,,,,,,
2527320,26,699,2.0,29.0,2.0,1.0,0.0,10.0,重要发展客户
2536588,30,1031,3.0,12.0,15.0,0.0,1.0,1.0,重要保持客户
2557196,29,410,3.0,14.0,3.0,0.0,0.0,0.0,重要挽留客户
2588780,30,1518,3.0,13.0,11.0,0.0,0.0,0.0,重要挽留客户
2590763,30,519,2.0,14.0,1.0,0.0,0.0,0.0,重要挽留客户
2622091,30,2104,3.0,12.0,9.0,0.0,0.0,0.0,重要挽留客户
2639819,26,1026,3.0,21.0,2.0,1.0,0.0,10.0,重要发展客户
2675166,27,1606,,,,,,,
2683726,30,878,3.0,20.0,5.0,1.0,0.0,10.0,重要发展客户
2686606,17,1956,3.0,14.0,11.0,0.0,0.0,0.0,重要挽留客户
2695854,26,1155,2.76,13.0,25.0,0.0,1.0,1.0,重要保持客户
2696208,21,114,3.0,35.0,1.0,1.0,0.0,10.0,重要发展客户
2720721,30,5248,2.857142857142857,14.0,21.0,0.0,1.0,1.0,重要保持客户
2742560,30,2569,2.8421052631578947,16.0,38.0,0.0,1.0,1.0,重要保持客户
2745737,27,1151,2.933333333333333,21.0,15.0,1.0,1.0,11.0,重要价值客户
2751701,16,1692,3.0,14.0,2.0,0.0,0.0,0.0,重要挽留客户
2763135,5,135,3.0,17.0,2.0,0.0,0.0,0.0,重要挽留客户
2803672,26,263,,,,,,,
2814416,30,1029,3.0,16.0,10.0,0.0,0.0,0.0,重要挽留客户
2820961,30,2589,3.0,13.0,24.0,0.0,1.0,1.0,重要保持客户
2839379,30,381,3.0,18.0,4.0,1.0,0.0,10.0,重要发展客户
2845412,28,632,3.0,15.0,6.0,0.0,0.0,0.0,重要挽留客户
2870275,29,805,3.0,14.0,5.0,0.0,0.0,0.0,重要挽留客户
2883429,20,351,2.0,22.0,1.0,1.0,0.0,10.0,重要发展客户
2887948,24,207,3.0,30.0,2.0,1.0,0.0,10.0,重要发展客户
2896763,30,396,3.0,32.0,1.0,1.0,0.0,10.0,重要发展客户
2910556,30,1353,2.727272727272727,14.0,33.0,0.0,1.0,1.0,重要保持客户
2913602,30,1534,2.75,12.0,36.0,0.0,1.0,1.0,重要保持客户
2934039,29,527,3.0,14.0,6.0,0.0,0.0,0.0,重要挽留客户
2935703,30,1820,3.0,14.0,19.0,0.0,1.0,1.0,重要保持客户
2950136,30,1059,3.0,14.0,24.0,0.0,1.0,1.0,重要保持客户
2952532,30,2143,2.9473684210526314,12.0,19.0,0.0,1.0,1.0,重要保持客户
2967122,30,831,3.0,19.0,8.0,1.0,0.0,10.0,重要发展客户
2989110,30,994,2.5185185185185186,13.0,27.0,0.0,1.0,1.0,重要保持客户
3016266,28,1436,2.8181818181818183,15.0,11.0,0.0,0.0,0.0,重要挽留客户
3063448,30,2697,2.857142857142857,12.0,21.0,0.0,1.0,1.0,重要保持客户
3065306,30,3213,2.6363636363636362,21.0,11.0,1.0,0.0,10.0,重要发展客户
3066501,16,380,3.0,38.0,1.0,1.0,0.0,10.0,重要发展客户
3089923,30,638,3.0,15.0,2.0,0.0,0.0,0.0,重要挽留客户
3141769,29,678,2.875,12.0,8.0,0.0,0.0,0.0,重要挽留客户
3141933,29,698,3.0,22.0,6.0,1.0,0.0,10.0,重要发展客户
3162324,27,563,2.75,14.0,8.0,0.0,0.0,0.0,重要挽留客户
3166978,29,1135,2.8444444444444446,12.0,45.0,0.0,1.0,1.0,重要保持客户
3190957,22,732,2.888888888888889,17.0,9.0,0.0,0.0,0.0,重要挽留客户
3191339,25,158,,,,,,,
3192805,22,333,2.8333333333333335,29.0,6.0,1.0,0.0,10.0,重要发展客户
3207324,17,114,,,,,,,
3227231,24,2072,3.0,20.0,29.0,1.0,1.0,11.0,重要价值客户
3233000,25,366,2.1666666666666665,12.0,6.0,0.0,0.0,0.0,重要挽留客户
3240412,30,773,3.0,25.0,1.0,1.0,0.0,10.0,重要发展客户
3282021,30,7504,2.948717948717949,12.0,39.0,0.0,1.0,1.0,重要保持客户
3304327,27,2470,3.0,12.0,19.0,0.0,1.0,1.0,重要保持客户
3318666,30,8470,2.925,12.0,40.0,0.0,1.0,1.0,重要保持客户
3324323,29,447,3.0,22.0,2.0,1.0,0.0,10.0,重要发展客户
3328558,30,2667,2.8095238095238093,14.0,21.0,0.0,1.0,1.0,重要保持客户
3350428,30,813,3.0,14.0,8.0,0.0,0.0,0.0,重要挽留客户
3375066,30,342,3.0,12.0,14.0,0.0,1.0,1.0,重要保持客户
3378138,30,1196,,,,,,,
3380259,30,616,3.0,15.0,11.0,0.0,0.0,0.0,重要挽留客户
3384843,22,848,2.875,24.0,8.0,1.0,0.0,10.0,重要发展客户
3395807,29,303,,,,,,,
3421308,0,5,,,,,,,
3423779,11,148,2.9,22.0,10.0,1.0,0.0,10.0,重要发展客户
3442818,30,5838,2.893617021276596,12.0,47.0,0.0,1.0,1.0,重要保持客户
3447448,0,70,2.0,12.0,1.0,0.0,0.0,0.0,重要挽留客户
3460631,25,552,2.7083333333333335,20.0,24.0,1.0,1.0,11.0,重要价值客户
3466367,23,1454,2.6666666666666665,13.0,3.0,0.0,0.0,0.0,重要挽留客户
3468674,25,67,2.875,18.0,8.0,1.0,0.0,10.0,重要发展客户
3482403,29,531,3.0,12.0,10.0,0.0,0.0,0.0,重要挽留客户
3495324,30,640,3.0,27.0,1.0,1.0,0.0,10.0,重要发展客户
3508821,28,794,2.857142857142857,13.0,14.0,0.0,1.0,1.0,重要保持客户
3512329,30,3148,2.9166666666666665,12.0,12.0,0.0,0.0,0.0,重要挽留客户
3519280,27,1513,3.0,19.0,34.0,1.0,1.0,11.0,重要价值客户
3543407,30,2116,3.0,12.0,6.0,0.0,0.0,0.0,重要挽留客户
3566914,30,1668,3.0,18.0,19.0,1.0,1.0,11.0,重要价值客户
3567524,25,287,,,,,,,
3569244,30,1431,3.0,13.0,3.0,0.0,0.0,0.0,重要挽留客户
3569918,25,157,2.6666666666666665,13.0,3.0,0.0,0.0,0.0,重要挽留客户
3577313,24,419,2.8333333333333335,25.0,6.0,1.0,0.0,10.0,重要发展客户
3578206,30,5984,3.0,13.0,12.0,0.0,0.0,0.0,重要挽留客户
3607854,29,2370,2.9767441860465116,14.0,43.0,0.0,1.0,1.0,重要保持客户
3631290,26,397,3.0,19.0,4.0,1.0,0.0,10.0,重要发展客户
3632278,30,1169,2.6666666666666665,16.0,15.0,0.0,1.0,1.0,重要保持客户
3662776,30,1419,2.8181818181818183,12.0,44.0,0.0,1.0,1.0,重要保持客户
3671315,30,3821,2.8947368421052633,14.0,76.0,0.0,1.0,1.0,重要保持客户
3671520,28,1441,2.782608695652174,16.0,23.0,0.0,1.0,1.0,重要保持客户
3694961,30,9722,2.8173913043478263,12.0,115.0,0.0,1.0,1.0,重要保持客户
3695398,30,1999,3.0,13.0,13.0,0.0,0.0,0.0,重要挽留客户
3709994,29,1388,3.0,14.0,6.0,0.0,0.0,0.0,重要挽留客户
3712578,30,1550,3.0,15.0,17.0,0.0,1.0,1.0,重要保持客户
3714513,27,1062,3.0,16.0,6.0,0.0,0.0,0.0,重要挽留客户
3731463,30,4053,2.933333333333333,15.0,15.0,0.0,1.0,1.0,重要保持客户
3763394,30,267,3.0,18.0,9.0,1.0,0.0,10.0,重要发展客户
3789630,30,438,3.0,12.0,5.0,0.0,0.0,0.0,重要挽留客户
3791755,30,342,3.0,15.0,1.0,0.0,0.0,0.0,重要挽留客户
3792677,30,826,3.0,13.0,15.0,0.0,1.0,1.0,重要保持客户
3796254,28,232,2.8,18.0,5.0,1.0,0.0,10.0,重要发展客户
3808025,2,109,,,,,,,
3830694,29,1137,3.0,12.0,30.0,0.0,1.0,1.0,重要保持客户
3840121,30,3316,2.891304347826087,12.0,46.0,0.0,1.0,1.0,重要保持客户
3849356,29,58,,,,,,,
3864501,27,182,3.0,19.0,4.0,1.0,0.0,10.0,重要发展客户
3878869,30,860,2.8333333333333335,19.0,6.0,1.0,0.0,10.0,重要发展客户
3880359,23,163,2.3333333333333335,22.0,3.0,1.0,0.0,10.0,重要发展客户
3914310,30,385,3.0,15.0,4.0,0.0,0.0,0.0,重要挽留客户
3919761,25,320,3.0,29.0,4.0,1.0,0.0,10.0,重要发展客户
3927253,18,652,2.5,27.0,2.0,1.0,0.0,10.0,重要发展客户
3945782,30,907,3.0,39.0,1.0,1.0,0.0,10.0,重要发展客户
3965819,21,147,3.0,14.0,2.0,0.0,0.0,0.0,重要挽留客户
3987745,24,516,2.375,15.0,8.0,0.0,0.0,0.0,重要挽留客户
4053567,30,2872,3.0,15.0,10.0,0.0,0.0,0.0,重要挽留客户
4060646,30,969,3.0,12.0,6.0,0.0,0.0,0.0,重要挽留客户
4076820,30,603,2.888888888888889,13.0,18.0,0.0,1.0,1.0,重要保持客户
4077888,28,985,2.9,12.0,20.0,0.0,1.0,1.0,重要保持客户
4082863,29,1807,2.8333333333333335,13.0,6.0,0.0,0.0,0.0,重要挽留客户
4088842,29,662,3.0,13.0,15.0,0.0,1.0,1.0,重要保持客户
4095217,30,1170,3.0,17.0,4.0,0.0,0.0,0.0,重要挽留客户
4102557,30,2730,3.0,15.0,17.0,0.0,1.0,1.0,重要保持客户
4102766,16,65,,,,,,,
4110055,23,730,2.857142857142857,15.0,7.0,0.0,0.0,0.0,重要挽留客户
4110672,28,3302,2.5,20.0,2.0,1.0,0.0,10.0,重要发展客户
4120403,30,3723,2.8322147651006713,12.0,149.0,0.0,1.0,1.0,重要保持客户
4120881,7,39,,,,,,,
4137745,30,3724,3.0,14.0,30.0,0.0,1.0,1.0,重要保持客户
4140926,29,969,3.0,18.0,10.0,1.0,0.0,10.0,重要发展客户
4146900,30,3996,2.896551724137931,12.0,29.0,0.0,1.0,1.0,重要保持客户
4164164,22,421,3.0,18.0,4.0,1.0,0.0,10.0,重要发展客户
4164359,27,1552,2.3333333333333335,26.0,3.0,1.0,0.0,10.0,重要发展客户
4174826,30,781,3.0,13.0,1.0,0.0,0.0,0.0,重要挽留客户
4186010,30,966,2.2777777777777777,19.0,18.0,1.0,1.0,11.0,重要价值客户
4195964,30,1822,2.9444444444444446,15.0,36.0,0.0,1.0,1.0,重要保持客户
4225412,30,4872,2.607843137254902,13.0,51.0,0.0,1.0,1.0,重要保持客户
4231989,30,1160,2.7777777777777777,17.0,9.0,0.0,0.0,0.0,重要挽留客户
4232880,21,620,,,,,,,
4261260,28,1527,2.5,14.0,2.0,0.0,0.0,0.0,重要挽留客户
4271718,30,1629,3.0,24.0,17.0,1.0,1.0,11.0,重要价值客户
4283186,25,332,2.0,16.0,1.0,0.0,0.0,0.0,重要挽留客户
4286657,27,1194,3.0,12.0,7.0,0.0,0.0,0.0,重要挽留客户
4338344,30,1689,3.0,15.0,6.0,0.0,0.0,0.0,重要挽留客户
4346474,3,60,,,,,,,
4361577,30,5850,2.825242718446602,12.0,103.0,0.0,1.0,1.0,重要保持客户
4364079,30,7241,2.971014492753623,15.0,69.0,0.0,1.0,1.0,重要保持客户
4374427,28,723,3.0,13.0,5.0,0.0,0.0,0.0,重要挽留客户
4381858,29,971,3.0,20.0,12.0,1.0,0.0,10.0,重要发展客户
4387844,29,766,2.6666666666666665,13.0,15.0,0.0,1.0,1.0,重要保持客户
4445837,29,514,2.909090909090909,17.0,11.0,0.0,0.0,0.0,重要挽留客户
4496414,30,485,3.0,13.0,8.0,0.0,0.0,0.0,重要挽留客户
4499782,3,30,,,,,,,
4524349,30,1397,3.0,15.0,22.0,0.0,1.0,1.0,重要保持客户
4561993,30,2006,2.75,30.0,4.0,1.0,0.0,10.0,重要发展客户
4567220,30,328,2.0,13.0,3.0,0.0,0.0,0.0,重要挽留客户
4573013,29,1222,2.933333333333333,18.0,15.0,1.0,1.0,11.0,重要价值客户
4579794,29,2314,3.0,21.0,22.0,1.0,1.0,11.0,重要价值客户
4597166,25,241,3.0,13.0,6.0,0.0,0.0,0.0,重要挽留客户
4642457,30,823,2.909090909090909,13.0,11.0,0.0,0.0,0.0,重要挽留客户
4644312,21,97,2.5,22.0,2.0,1.0,0.0,10.0,重要发展客户
4688795,27,85,3.0,29.0,3.0,1.0,0.0,10.0,重要发展客户
4710740,26,353,2.857142857142857,18.0,7.0,1.0,0.0,10.0,重要发展客户
4716732,23,479,3.0,23.0,5.0,1.0,0.0,10.0,重要发展客户
4725269,30,4580,3.0,15.0,13.0,0.0,0.0,0.0,重要挽留客户
4729352,24,416,2.6666666666666665,29.0,3.0,1.0,0.0,10.0,重要发展客户
4741469,9,76,,,,,,,
4742459,22,1246,3.0,27.0,1.0,1.0,0.0,10.0,重要发展客户
4744483,30,1047,,,,,,,
4752206,30,945,2.272727272727273,12.0,11.0,0.0,0.0,0.0,重要挽留客户
4755159,28,224,2.75,22.0,4.0,1.0,0.0,10.0,重要发展客户
4763932,27,316,3.0,31.0,1.0,1.0,0.0,10.0,重要发展客户
